name          redshift     t0       t0_err         x0         x0_err         x1          x1_err          c          c_err   mwebv      cov_x0x1       cov_x0c       cov_x1c  chiquad/dof modelo
12971.0    0.23524   53976.8   1.1627      9.28473e-05  5.43542e-06    1.22989        0.579217     -0.16917       0.0579317    0.0214   -6.40052e-07  -2.68635e-07    -0.000502256   0.628147   salt2_ori
05D1em     0.866     53668.5   0.526654    3.61778e-06  1.12682e-07    0.0572517      0.339528      0.0776675     0.110853     0.0271   -1.94541e-08   8.14482e-09    -0.00327582    1.20614    salt2_ori
18809.0    0.129     54383.3   0.23856     0.000230146  2.88451e-06   -1.20643        0.165008     -0.0982545     0.0116918    0.1137   -8.40211e-08  -1.96327e-08     0.000389006   1.12856    salt2_ori
13578.0    0.228     53998.9   0.555074    6.49408e-05  4.00587e-06   -0.329001       0.513719     -0.00434613    0.0612025    0.029    -6.24682e-07  -2.14895e-07     0.00056885    0.785119   salt2_ori
sn2000dk   0.017442  51812.5   0.0415556   0.0127264    7.21775e-05   -2.1886         0.0549945    -0.00599116    0.00490217   0.07     -1.42249e-06  -3.18947e-07     5.24818e-05  10.2384     salt2_ori
05D4cq     0.701     53587.1   0.683796    6.16079e-06  1.59034e-07    1.06232        0.433085     -0.414626      0.124024     0.0311   -2.55168e-08  -1.19762e-08    -0.00559658    1.11553    salt2_ori
15648.0    0.17502   54042.5   0.269245    6.99515e-05  3.36336e-06   -1.66814        0.3951        0.106723      0.0386735    0.0989   -1.06125e-06  -1.00452e-07     0.00872756    1.06439    salt2_ori
04D3mk     0.813     53180.3   0.452317    3.49758e-06  8.22455e-08   -0.458289       0.370777      0.0558532     0.112091     0.0088   -1.67518e-08   1.99898e-09     0.00399809    0.816705   salt2_ori
20040.0    0.285     54411     1.01111     5.475e-05    4.16381e-06    1.40035        1.23772      -0.0886369     0.0828119    0.0694   -3.2694e-06   -2.79852e-07     0.0275152     0.640868   salt2_ori
15129.0    0.19828   54023.4   0.455285    9.20047e-05  5.4367e-06    -1.35228        0.381732     -0.015473      0.0581802    0.0591   -4.50591e-07  -2.9227e-07      0.00102661    1.30006    salt2_ori
2635.0     0.1437    53639.7   0.352702    0.000212713  2.66392e-06    1.0725         0.17792      -0.0513062     0.0117053    0.0974   -5.65017e-08  -2.07008e-08    -0.000145841   1.29549    salt2_ori
03D4gg     0.592     52943.1   1.14187     8.38723e-06  7.97618e-07    0.986038       0.862745     -0.20635       0.207837     0.0268   -2.12978e-07  -1.53076e-07     0.0251506     1.38408    salt2_ori
sn2005ki   0.019607  53705.3   0.011193    0.0110786    2.0135e-05    -1.49234        0.00936891   -0.104456      0.00176414   0.032    -9.72928e-08  -2.64179e-08     2.03462e-06  21.5985     salt2_ori
16211.0    0.31094   54041.2   0.767518    3.00787e-05  3.95725e-06   -1.93079        1.07102      -0.239908      0.159037     0.046    -2.50413e-06  -4.69972e-07     0.0234099     0.565044   salt2_ori
06D2cc     0.532     53788.8   0.640659    7.56253e-06  2.82312e-07   -0.976777       0.801049      0.0714647     0.0463829    0.0193   -1.67423e-07  -6.34877e-09     0.00847306    1.58657    salt2_ori
06D3fp     0.268     53905.2   0.178218    3.67786e-05  2.85342e-07    0.101028       0.0724018     0.0628977     0.00665689   0.0079    2.04095e-09  -1.51137e-09     9.50218e-06   6.34644    salt2_ori
05D2ay     0.92      53374.8   1.04021     2.50515e-06  1.46771e-07    0.475622       0.76898       0.364444      0.167964     0.0161   -6.84071e-08   5.30389e-09     0.0372886     1.09544    salt2_ori
04D2fs     0.357     53107.6   0.17506     1.95962e-05  2.04648e-07    0.189659       0.140476      0.039304      0.0132055    0.0169   -5.43082e-09  -1.96624e-09    -0.000558663   2.47466    salt2_ori
05D3mh     0.67      53552.9   2.83244     3.76353e-06  2.8474e-07     2.26943        1.26687       0.271198      0.115237     0.0092   -4.41756e-08  -2.88699e-08     0.0126458     2.29488    salt2_ori
6249.0     0.2944    53675.7   0.858181    3.16891e-05  2.25495e-06    0.745083       0.797949      0.13904       0.077121     0.0394   -8.56139e-07  -1.46956e-07     0.0146254     0.760231   salt2_ori
722.0      0.08652   53611.3   0.518545    0.000562049  2.56676e-05   -0.412137       0.149354     -0.0734159     0.0234973    0.026    -7.03284e-07  -5.64886e-07     0.000961787   0.743534   salt2_ori
03D1fc     0.332     53002.8   0.0597018   3.12327e-05  2.88375e-07    0.695447       0.0746334     0.0222005     0.00858639   0.0271   -1.60705e-08  -1.99599e-09     0.000268738   1.42257    salt2_ori
2372.0     0.1805    53636.8   0.3042      0.000104318  4.8024e-06     0.290058       0.232391      0.0502618     0.0412213    0.0302   -1.74743e-07  -1.8493e-07     -0.000327263   1.20635    salt2_ori
04D2gp     0.732     53110.1   0.717201    3.47184e-06  1.8369e-07    -1.37755        0.544411      0.617926      0.372438     0.0191   -1.07134e-08  -4.10264e-08    -0.0891073     1.5182     salt2_ori
2308.0     0.148     53630     0.330183    0.000263417  3.37762e-06    1.08122        0.187838     -0.188277      0.00987717   0.0334   -9.70767e-08  -1.59891e-08     0.000247227   1.32768    salt2_ori
05D3dd     0.48      53455.3   0.09238     1.20882e-05  1.25341e-07   -0.21429        0.116197     -0.0399246     0.0112702    0.0094   -1.17776e-08  -5.31627e-10     0.000140723   1.24614    salt2_ori
2561.0     0.11813   53639.7   0.250899    0.000212935  2.58651e-06   -0.265958       0.149939      0.0611775     0.0114546    0.0765   -8.78373e-08  -2.16027e-08     0.000161706   0.822724   salt2_ori
20625.0    0.10796   54423.6   0.162707    0.000291212  5.61748e-06   -0.000190358    0.237911     -0.00836125    0.0164772    0.0245   -9.16801e-07  -7.98795e-08     0.0026986     1.13049    salt2_ori
18241.0    0.095     54372.9   0.140386    0.000391274  6.47492e-06   -1.12714        0.112719     -0.11165       0.0118919    0.0787   -4.15884e-07  -5.37663e-08     0.000324964   1.20371    salt2_ori
sn2001eh   0.037036  52170.3   0.177978    0.00405837   2.69983e-05    1.54969        0.0760902    -0.0352767     0.00600999   0.064     1.52032e-07  -1.28146e-07    -0.000101296   6.00709    salt2_ori
04D1iv     0.998     53270     1.71157     1.90748e-06  2.1533e-06     1.00817        1.55525       2.80792       6.34981      0.0286    2.21532e-06  -1.36404e-05    -6.89611       1.81968    salt2_ori
16185.0    0.097     54054     0.114842    0.00022112   2.70286e-06   -2.68957        0.223704      0.0646172     0.0118016    0.0349   -3.68912e-07  -2.44321e-08     0.00128234    3.30251    salt2_ori
15259.0    0.212     54025.6   0.649624    8.57102e-05  4.33387e-06    0.916383       0.456681     -0.0139941     0.0516721    0.0672   -6.39218e-07  -2.01101e-07     0.00161658    1.08885    salt2_ori
6422.0     0.184     53667.6   0.519094    0.000139873  5.0787e-06     0.521846       0.420579     -0.0964858     0.0342605    0.0402   -4.88902e-07  -1.62068e-07     0.00257265    0.736116   salt2_ori
13641.0    0.21      54005.2   0.466512    9.15436e-05  4.47473e-06    0.809239       0.400249     -0.0556126     0.0475416    0.0498   -7.1861e-07   -1.92275e-07     0.00289619    0.805496   salt2_ori
12972.0    0.258     53981.5   0.824758    5.0233e-05   4.80902e-06    0.973973       0.87644      -0.0622325     0.0856393    0.0204   -2.77953e-06  -3.34822e-07     0.0207336     0.355874   salt2_ori
04D4ic     0.687     53257.4   1.13376     4.44717e-06  2.4391e-07    -1.55901        0.871151     -0.36982       0.228017     0.028    -6.15408e-08  -4.1758e-08     -0.00144008    1.60664    salt2_ori
13070.0    0.19853   53986.3   0.388178    0.000132695  6.60399e-06    0.479283       0.342692     -0.133595      0.0419132    0.0262   -1.16923e-06  -2.31325e-07     0.00150269    0.829312   salt2_ori
18927.0    0.214     54386.7   0.63524     4.92865e-05  4.413e-06     -0.404594       0.513227      0.238458      0.0759025    0.0713   -1.00152e-06  -3.13222e-07     0.010752      1.11291    salt2_ori
18485.0    0.279     54389.1   0.614988    5.67247e-05  3.67795e-06    1.39369        0.545338     -0.122732      0.0682477    0.0679   -1.13053e-06  -2.11028e-07     0.00935212    1.14097    salt2_ori
sn2006sr   0.02414   54092.8   0.0918242   0.00642163   4.68316e-05   -1.2476         0.0840923    -0.0296656     0.00726392   0.094    -1.54719e-06  -2.55534e-07     0.000132069   2.10184    salt2_ori
sn2002kf   0.0193    52639.3   0.179532    0.0100366    9.57901e-05   -0.910286       0.0491975    -0.077674      0.00598561   0.117     1.53922e-06  -4.32952e-07    -7.54957e-05   2.28435    salt2_ori
12883.0    0.307     53980.7   0.977079    3.62273e-05  5.41218e-06   -1.46264        1.13085       0.0580746     0.138441     0.094    -3.97969e-06  -6.00726e-07     0.0395496     0.713851   salt2_ori
16793.0    0.222     54069.3   1.73282     0.000112531  1.61296e-05   -1.4743         1.3271       -0.252272      0.156761     0.0778   -4.49002e-06  -1.69244e-06     0.138548      0.865242   salt2_ori
05D4bm     0.372     53567.9   0.0615203   2.39971e-05  1.82466e-07    0.355273       0.0640151    -0.0948472     0.00781384   0.027    -7.2695e-09   -1.01483e-09     6.25125e-05   1.60562    salt2_ori
06D4cq     0.411     53947.4   0.100958    1.73496e-05  1.31439e-07    0.458145       0.0909182    -0.0590936     0.00986933   0.027    -7.29458e-09  -6.533e-10      -1.38637e-05   2.02671    salt2_ori
sn2006gr   0.034597  54013.4   0.0541818   0.00297031   1.69294e-05    0.835038       0.0638592     0.0635126     0.00506069   0.085    -5.86169e-07  -6.66248e-08     4.94447e-05   2.13662    salt2_ori
03D4gf     0.58      52938.7   0.825206    8.20234e-06  4.88632e-07    0.324454       0.622587      0.0285474     0.119088     0.0266   -6.43902e-08  -5.52019e-08     0.00830928    0.767522   salt2_ori
4046.0     0.277     53646.2   0.53774     4.65719e-05  3.45992e-06   -0.410287       0.581346      0.00320261    0.07644      0.035    -1.09587e-06  -2.22391e-07     0.0100907     0.689449   salt2_ori
14108.0    0.133     54009.8   0.364312    0.000156114  1.94415e-06    0.479077       0.220105     -0.00970107    0.0131665    0.1461   -1.34689e-07  -1.652e-08       0.000458269   1.17199    salt2_ori
17171.0    0.16027   54340.7   1.34178     0.000193639  1.59225e-05   -0.362954       0.340124     -0.16575       0.0355726    0.0462    5.63652e-07  -4.59425e-07    -0.000467025   0.669468   salt2_ori
6196.0     0.2807    53669.3   0.885843    4.28564e-05  2.88922e-06   -0.384779       1.06042      -0.0401207     0.0753501    0.0648   -1.1569e-06   -1.79331e-07     0.00585986    0.766278   salt2_ori
06D3do     0.726     53849.3   1.84838     4.94813e-06  1.23659e-07    0.877506       0.691285     -0.0320046     0.0792795    0.01      2.67622e-08  -4.5892e-09     -0.00271308    0.841551   salt2_ori
19543.0    0.123     54400.9   0.10899     0.000188742  2.45852e-06   -0.561684       0.15231      -0.0245832     0.0122242    0.0353   -2.71158e-07  -2.20854e-08     0.000980959   1.5016     salt2_ori
19230.0    0.221     54390.1   0.687829    4.3404e-05   4.13969e-06   -0.794717       0.710835      0.281438      0.0846411    0.0493   -1.28388e-06  -3.2008e-07      0.0130084     0.758103   salt2_ori
3087.0     0.1656    53648.9   0.135508    0.000143342  2.65658e-06    0.529088       0.193016     -0.00875558    0.0139331    0.0443   -3.99874e-07  -2.37386e-08     0.00102038    1.0258     salt2_ori
15203.0    0.216     54027.5   0.608805    9.04431e-05  4.4752e-06     1.39636        0.442621     -0.0202325     0.0470718    0.0354   -7.2069e-07   -1.8944e-07      0.00273054    1.4868     salt2_ori
05D3jr     0.37      53495     0.217505    1.5683e-05   1.33932e-07   -0.996776       0.11145       0.0705524     0.00912568   0.0078    1.89602e-09  -8.41064e-10    -0.000154742   2.52204    salt2_ori
19968.0    0.05603   54412.7   0.048193    0.0011192    7.52375e-06   -1.864          0.0790719    -0.0257774     0.00600788   0.0239   -3.36396e-07  -3.67378e-08     0.000129563   4.06181    salt2_ori
2246.0     0.1949    53634.3   0.511271    6.97951e-05  4.65141e-06    0.456958       0.420327      0.103166      0.0611214    0.0623   -4.79329e-07  -2.5984e-07      3.80153e-05   0.990797   salt2_ori
13354.0    0.15763   54006.7   0.156281    0.000136389  1.67216e-06    1.02394        0.153444      0.0880958     0.011623     0.0349   -1.64938e-07  -1.13911e-08     0.000478562   1.61951    salt2_ori
04D4ii     0.866     53273.6   0.736481    3.12251e-06  1.1564e-07     1.96537        0.548943     -0.0287298     0.141707     0.0251   -3.52657e-08   6.96658e-09     0.0192514     2.08104    salt2_ori
05D1ke     0.69      53731.6   0.502833    6.21874e-06  1.09335e-07    0.383796       0.422598      0.01626       0.0671212    0.0231   -1.58051e-08  -5.65199e-09     0.000363043   2.22775    salt2_ori
16232.0    0.367     54046.3   0.968549    2.87704e-05  3.03491e-06   -0.971306       1.4072       -0.324053      0.148321     0.0717   -2.94385e-06  -3.02554e-07     0.052512      0.721407   salt2_ori
06D4cl     1         53933     3.94402     2.29406e-06  1.95224e-06    2.32118        2.88312       1.90517       6.49102      0.0267    3.86294e-06  -1.25792e-05   -13.7024        1.40203    salt2_ori
04D3do     0.61      53112.5   0.916632    7.6824e-06   3.20007e-07   -0.110059       0.559455     -0.394708      0.109581     0.0089   -6.25152e-09  -3.15724e-08    -0.00515997    1.44351    salt2_ori
sn2002de   0.028116  52434     0.125948    0.00388591   3.63153e-05    0.44657        0.263911      0.110127      0.0084502    0.019    -7.40612e-06  -2.79794e-07     0.00154352    1.30964    salt2_ori
12930.0    0.14717   53979.7   0.31637     0.00016794   4.48092e-06    1.85484        0.34307       0.0298174     0.0180324    0.0746   -1.28786e-06  -5.98973e-08     0.00344263    1.25985    salt2_ori
17605.0    0.14643   54352.5   0.846587    0.000169678  6.04903e-06    0.765851       0.423066      0.0104531     0.0273451    0.0839    3.0512e-08   -1.25688e-07    -0.00103745    1.5242     salt2_ori
17497.0    0.14473   54364.7   0.114012    0.000174362  1.77391e-06    0.876677       0.116603      0.0280047     0.00929088   0.0354   -1.35005e-07  -9.51846e-09     0.000283899   1.13395    salt2_ori
15461.0    0.18      54036.8   0.283061    0.000136393  8.45006e-06   -0.491975       0.429185     -0.145841      0.0517733    0.0697   -2.16566e-06  -4.12202e-07     0.00958725    0.967917   salt2_ori
05D2ie     0.348     53481     0.0953439   2.32841e-05  4.05113e-07   -0.0780833      0.169369     -0.0823697     0.014382     0.0187   -5.44961e-08  -3.45988e-09     0.000436644   1.07635    salt2_ori
06D2ca     0.531     53795.7   0.426984    8.58715e-06  1.33567e-07    1.27212        0.339563      0.0461909     0.0212901    0.0203   -3.21363e-08  -1.18052e-09     0.000514144   1.2107     salt2_ori
05D3cq     0.89      53449.5   1.61616     3.65713e-06  1.35907e-07    0.377746       0.87505      -0.210748      0.103157     0.0097   -7.74864e-08   2.47271e-09     0.0307618     0.845235   salt2_ori
8213.0     0.1847    53684     0.458564    6.34258e-05  6.71099e-06   -0.920578       0.818796      0.19566       0.0851581    0.0282   -3.50189e-06  -5.35205e-07     0.033031      0.912498   salt2_ori
15287.0    0.274     54030.2   0.480389    5.90771e-05  2.40666e-06    1.49544        0.429401     -0.028037      0.0472229    0.0461   -4.73193e-07  -9.63211e-08     0.00333078    1.11019    salt2_ori
03D1aw     0.582     52901.5   0.568269    7.24594e-06  3.76331e-07    0.775974       0.405196     -0.148845      0.114838     0.0252   -3.52124e-08  -4.09454e-08     0.000215338   1.61933    salt2_ori
8495.0     0.2144    53691     1.36684     7.03614e-05  1.0244e-05     2.00046        1.8333        0.114825      0.0933267    0.0713   -1.60842e-05  -8.7446e-07      0.10878       3.34987    salt2_ori
Ombo       0.975     53369.6   0.570002    2.00823e-06  5.77623e-08    1.72482        0.317257     -0.0281368     0.0464603    0.00891  -1.21993e-08  -2.18199e-09     0.00655063    5.60948    salt2_ori
05D2nn     0.87      53713.6   0.928021    2.92263e-06  2.61008e-07   -0.0956766      0.909279     -0.477041      0.161466     0.0204   -2.05711e-07   1.94472e-08    -0.0233795     0.977793   salt2_ori
sn2002hd   0.035001  52571.8   0.424104    0.00452078   0.000140689   -0.40243        0.159528     -0.0481251     0.00964206   0.038    -1.48263e-07  -8.56524e-07     0.000516275   5.17431    salt2_ori
16073.0    0.146     54051.1   0.183616    0.000141128  1.72742e-06    1.09219        0.195626      0.0036198     0.011668     0.0205   -2.25028e-07  -1.36814e-08     0.00111546    1.15071    salt2_ori
sn2005bg   0.0231    53469.8   0.0723433   0.00825143   2.37956e-05    0.4345         0.0351422    -0.043482      0.00194456   0.032     3.68053e-07  -2.88342e-08    -2.3616e-06   17.0007     salt2_ori
19899.0    0.0914    54419.9   0.326938    0.000678798  7.93027e-06    1.6829         0.319704     -0.0809483     0.0127936    0.0651   -2.01241e-06  -9.24544e-08     0.00359293    5.75947    salt2_ori
05D2bt     0.68      53402.1   0.357555    7.19935e-06  2.22114e-07    0.572214       0.329411     -0.146017      0.069371     0.0205   -5.37592e-08  -1.00128e-08     0.00329139    2.19748    salt2_ori
15132.0    0.1543    54026.6   0.151362    0.000222928  2.0549e-06     1.04128        0.154979     -0.128646      0.00925015   0.047    -2.24782e-07  -7.06169e-09     0.000294013   1.21597    salt2_ori
17884.0    0.239     54369.5   0.424407    8.45919e-05  5.21502e-06    0.385396       0.424945     -0.150218      0.0619035    0.0225   -1.15725e-06  -2.67261e-07     0.00301426    0.858046   salt2_ori
12928.0    0.1397    53972.7   1.05211     0.000195304  6.12827e-06   -0.468509       0.351557     -0.0574274     0.022454     0.101     1.14746e-06  -1.0182e-07     -0.00306427    0.714972   salt2_ori
9467.0     0.2184    53688.7   0.776304    6.38925e-05  9.58886e-06   -1.45694        1.0572       -0.0905772     0.137045     0.057    -6.48214e-06  -1.19385e-06     0.0597218     0.905914   salt2_ori
05D2ah     0.184     53382.7   0.0299888   8.9753e-05   2.89558e-07   -0.0538186      0.0290325     0.00361814    0.00250493   0.019    -5.19873e-09  -5.40858e-10     1.75885e-05   4.64487    salt2_ori
Elvis      0.839     52782.6   0.947619    3.1253e-06   3.41595e-08    0.0157843      0.347405      0.078781      0.0189547    0.0116    7.19376e-09  -3.82164e-10    -0.00205761    2.91714    salt2_ori
17208.0    0.14      54342     1.05934     0.000183921  7.3592e-06     0.830751       0.376649     -0.0725231     0.0204844    0.0313    1.4117e-06   -1.02659e-07    -0.000867412   0.770644   salt2_ori
05D4fg     0.839     53641.8   0.657805    3.82551e-06  1.02862e-07    0.564429       0.345091     -0.125165      0.112078     0.0289   -1.59134e-08   4.03272e-09     0.00112756    0.857354   salt2_ori
19818.0    0.293     54401.1   0.641366    4.75217e-05  4.10543e-06    0.821392       0.948845     -0.0366592     0.077829     0.0349   -2.9375e-06   -2.55085e-07     0.0279985     1.02664    salt2_ori
04D4ju     0.472     53293.2   0.294037    5.52098e-06  6.69074e-08    0.401053       0.227401      0.182311      0.0251455    0.0272   -7.01521e-09  -4.75167e-10    -0.000869588   1.03367    salt2_ori
6304.0     0.1908    53673.4   0.423381    7.89914e-05  4.15892e-06   -0.327574       0.549731      0.0195994     0.0489902    0.0219   -9.64353e-07  -1.9176e-07      0.00796104    0.678784   salt2_ori
04D3df     0.47      53119.4   0.147803    7.11694e-06  5.75719e-08   -2.26568        0.111144      0.0718247     0.0179864    0.0086   -2.13424e-09  -3.46487e-10    -0.000197048   2.96397    salt2_ori
13689.0    0.2516    54000.3   0.689015    6.97772e-05  4.15846e-06    1.40653        0.503526     -0.09902       0.0593558    0.0258   -8.3244e-07   -2.13346e-07     0.0040808     0.512473   salt2_ori
03D4dy     0.61      52904     1.34725     8.42025e-06  3.33771e-07    1.79716        0.654242      0.0316289     0.0860758    0.0257    2.03651e-08  -2.60636e-08    -0.0122217     1.05057    salt2_ori
sn2004l    0.032309  53030.9   0.730653    0.00211335   6.69069e-05   -0.924295       0.230569      0.156426      0.0178294    0.032     1.01225e-05  -1.03885e-06    -0.00173319    3.019      salt2_ori
18617.0    0.322     54382     1.63579     2.94339e-05  2.9912e-06    -1.17566        1.23307      -0.0515047     0.121693     0.0428   -1.09925e-06  -2.87103e-07     0.00144315    0.750197   salt2_ori
05D4ff     0.402     53635.9   0.126349    1.64791e-05  2.51272e-07   -0.679023       0.126347     -0.000776782   0.0150491    0.0286   -2.10241e-08  -2.72184e-09     0.000388547   1.96053    salt2_ori
04D3nc     0.817     53187.7   0.733532    3.5688e-06   1.35773e-07    1.18413        0.774666     -0.122475      0.12946      0.0129   -7.99676e-08   7.44204e-09    -0.0150189     0.764264   salt2_ori
8921.0     0.1453    53693.6   0.290053    0.000195259  5.80086e-06   -0.0295591      0.417614     -0.0467197     0.0251747    0.0573   -1.8255e-06   -1.19144e-07     0.00632634    0.565433   salt2_ori
sn2006ax   0.016738  53827.4   0.0106869   0.0182211    2.35531e-05    0.175835       0.0100475    -0.108221      0.00124184   0.05     -1.32143e-07  -2.30172e-08     2.96211e-06   5.92641    salt2_ori
sn2000cf   0.036425  51672.9   0.272808    0.00266814   4.44494e-05   -0.562478       0.0991636    -0.020155      0.0106675    0.032     7.92875e-07  -3.98753e-07     0.000110243   1.81163    salt2_ori
13136.0    0.366     53994.1   3.18598     2.21361e-05  1.94401e-06    1.47334        1.64749      -0.189894      0.121173     0.024     6.64667e-08  -1.45638e-07    -0.0229003     1.0014     salt2_ori
19101.0    0.187     54395.2   0.31186     9.92082e-05  6.95268e-06   -0.115117       0.524615     -0.0685343     0.0582158    0.0225   -2.35013e-06  -3.743e-07       0.0125398     0.786982   salt2_ori
sn2003fa   0.039361  52807.4   0.0360897   0.00376892   2.9236e-05     1.48303        0.0620826    -0.049295      0.00554427   0.039    -1.51595e-06  -1.43463e-07     0.000215768   3.21247    salt2_ori
10028.0    0.06533   53693.9   0.22354     0.000812514  8.38269e-06   -1.34774        0.281401      0.0201986     0.0104554    0.0252   -6.85024e-07  -6.4866e-08      0.000736171   1.95012    salt2_ori
sn1999ac   0.0095    51250.8   0.0882333   0.0394115    0.000635854    0.0782827      0.0683968     0.0536787     0.0154697    0.046    -1.36816e-05  -8.82039e-06    -5.92101e-06   1.09141    salt2_ori
15425.0    0.15989   54038     0.147237    0.000196343  2.16824e-06    1.08036        0.167544     -0.0198847     0.0110635    0.0987   -2.44499e-07  -1.34556e-08     0.000649982   1.74412    salt2_ori
3592.0     0.08642   53645.1   0.0474714   0.000574855  4.67998e-06   -0.169497       0.0564524    -0.0610789     0.00608921   0.0297   -1.9383e-07   -2.27443e-08     0.000160061   1.31373    salt2_ori
13411.0    0.163     53988.1   0.970757    0.00012678   6.08938e-06    1.77291        0.382285      0.0405808     0.0232883    0.0812   -3.22733e-07  -1.02856e-07     0.00177629    1.08625    salt2_ori
19794.0    0.29698   54396     0.668399    2.57941e-05  3.49972e-06   -3.44767        1.2281       -0.0565516     0.146092     0.0352   -2.3807e-06   -4.1772e-07      0.0384808     0.961065   salt2_ori
sn1992al   0.014615  48838.3   0.115684    0.0293701    0.000283146   -0.150531       0.0742777    -0.110174      0.00802516   0.034    -7.27781e-06  -1.55502e-06     4.64039e-05   0.279454   salt2_ori
sn2006ar   0.022539  53813.6   0.119776    0.00476426   4.17184e-05   -1.63259        0.264745      0.0834125     0.00896314   0.014    -7.46165e-06  -3.31016e-07     0.00165193    7.63247    salt2_ori
04D3kr     0.337     53166.3   0.174233    2.96982e-05  1.76158e-07    1.15151        0.0950905    -0.0294209     0.00616839   0.0096   -3.79076e-10  -8.22841e-10    -6.33057e-05   1.36404    salt2_ori
sn2001ba   0.02942   52034.4   0.138788    0.00590065   3.7025e-05     0.143085       0.0957923    -0.11557       0.00935707   0.064    -1.88915e-06  -1.39779e-07     3.8721e-05    1.09285    salt2_ori
18740.0    0.157     54391.8   0.10113     0.000157584  1.69585e-06    0.0311513      0.122158     -0.00862978    0.0103174    0.0259   -1.45801e-07  -9.21434e-09     0.000454926   1.16513    salt2_ori
sn1999dk   0.01496   51414.9   0.333193    0.0208807    0.000392193    0.0203783      0.207032      0.047945      0.0225764    0.054    -3.15402e-05  -6.83975e-06     0.000957453   1.05519    salt2_ori
sn2002dp   0.011638  52451.2   0.139025    0.0264003    0.000380756   -0.189331       0.186716      0.0815232     0.0127905    0.049    -5.22799e-05  -4.41154e-06     0.00145741    1.23641    salt2_ori
sn1994m    0.023159  49475.1   0.199131    0.00553247   9.72022e-05   -1.5324         0.0993459     0.0334452     0.0132078    0.024    -9.21005e-07  -9.29345e-07     0.000315501   2.02606    salt2_ori
19027.0    0.295     54385.9   0.868958    5.25896e-05  3.7925e-06     0.206097       0.689327     -0.0278916     0.079626     0.1052   -1.29266e-06  -2.45145e-07     0.00807038    0.811314   salt2_ori
14456.0    0.33      54018.5   0.591626    3.34858e-05  2.44639e-06   -0.607721       0.654373     -2.52789e-05   0.0801821    0.101    -9.57453e-07  -1.46266e-07     0.00871922    0.791359   salt2_ori
05D4dw     0.855     53610.1   2.88812     3.14581e-06  1.22248e-07    1.75603        0.990056      0.0977402     0.113044     0.0275    3.79591e-08   2.20125e-09    -0.0139074     0.755903   salt2_ori
sn2005hc   0.04589   53667.7   0.0224939   0.00215574   3.24267e-06    0.780298       0.0192908    -0.0288255     0.00161015   0.0327   -2.8723e-08   -3.4085e-09      2.06119e-06   3.95754    salt2_ori
2992.0     0.1266    53640.2   0.338206    0.000172897  2.93509e-06   -0.572472       0.175006      0.101745      0.0155405    0.0925   -8.46135e-08  -3.39479e-08     0.00012736    0.93258    salt2_ori
21042.0    0.312     54422.9   1.81107     4.70865e-05  4.45084e-06    0.558255       1.7363        0.00218011    0.105148     0.0774   -3.65988e-06  -3.54983e-07     0.0547735     1.44977    salt2_ori
13796.0    0.145     54010.6   0.213486    0.000213228  2.56164e-06    0.627725       0.185434     -0.0379978     0.0112276    0.0422   -3.38022e-07  -1.99412e-08     0.000927992   0.849202   salt2_ori
19002.0    0.268     54393.5   0.429005    5.45447e-05  3.68106e-06    0.489926       0.534781     -0.0125249     0.0630463    0.0617   -1.2679e-06   -2.0099e-07      0.0120546     0.750468   salt2_ori
05D3kt     0.648     53530.8   0.448585    4.42334e-06  1.81832e-07   -0.430883       0.410904      0.147043      0.0749892    0.0071   -3.43348e-08  -1.09583e-08     0.00249493    0.930528   salt2_ori
16618.0    0.1932    54066.4   1.35225     0.000122708  1.00718e-05   -2.72515        1.89341      -0.143097      0.092286     0.0417   -7.60642e-06  -8.05455e-07     0.120167      1.43303    salt2_ori
sn2006az   0.030935  53826.9   0.0461121   0.00462857   2.37393e-05   -1.31916        0.030326     -0.0904347     0.00454794   0.014    -2.769e-07    -8.6621e-08      1.87014e-05   3.84911    salt2_ori
15466.0    0.247     54036.9   0.502968    4.66516e-05  4.66116e-06   -1.19296        0.730851      0.155523      0.0895278    0.1177   -2.12334e-06  -3.78538e-07     0.0271854     0.987087   salt2_ori
03D4dh     0.627     52905.9   0.747417    8.22664e-06  2.89475e-07    1.01273        0.403275     -0.110073      0.0941113    0.0289   -1.50173e-08  -2.45364e-08    -0.00354266    3.48362    salt2_ori
17464.0    0.247     54357.4   1.56158     6.61218e-05  4.2657e-06     0.261566       0.633172      0.0541741     0.0671209    0.0235    1.2276e-07   -2.53813e-07    -0.0042421     0.65477    salt2_ori
16213.0    0.25      54052.9   0.70553     6.39919e-05  3.85886e-06   -0.610377       1.01501      -0.0858815     0.0633397    0.025    -1.88279e-06  -2.13523e-07     0.0145609     0.682452   salt2_ori
2422.0     0.265     53640.8   0.651206    6.2548e-05   3.60327e-06    0.866236       0.489468     -0.165186      0.069595     0.0438   -5.53912e-07  -2.08387e-07    -0.00108833    0.86285    salt2_ori
05D3hs     0.664     53490.4   0.913226    7.27781e-06  3.64962e-07    0.988675       0.417315     -0.20049       0.0821684    0.0099   -4.30995e-08  -2.31225e-08    -0.00174274    1.38667    salt2_ori
20144.0    0.22      54415.6   0.755446    9.61913e-05  5.42423e-06   -0.293718       0.815523     -0.183837      0.0573052    0.0427   -1.87352e-06  -2.82255e-07     0.0153769     0.46059    salt2_ori
